,display_name,name,start_date,end_date,type,code,capitalization,circulating_cap,market_cap,circulating_market_cap,证监会行业,聚宽二级行业,申万三级行业,概念
688072.XSHG,拓荆科技,TJKJ,2022-04-20,2200-01-01,stock,688072.XSHG,28269.3012,28269.3012,1646.1214,1646.1214,专用设备制造业,半导体设备,半导体设备III,沪股通|融资融券|转融券标的|国家大基金持股|芯片概念|集成电路概念
688073.XSHG,毕得医药,BDYY,2022-10-11,2200-01-01,stock,688073.XSHG,9088.2948,9088.2948,43.5238,43.5238,研究和试验发展,制药与生物科技服务,医疗研发外包III,沪股通|生物医药|融资融券|转融券标的
688075.XSHG,安旭生物,AXSW,2021-11-18,2200-01-01,stock,688075.XSHG,12708.2805,12708.2805,41.8102,41.8102,医药制造业,体外诊断,体外诊断III,智能医疗|沪股通|融资融券|转融券标的|新冠检测|宠物经济|流感|猴痘
688076.XSHG,ST诺泰,STNT,2021-05-20,2200-01-01,stock,688076.XSHG,31605.1897,31605.1897,91.4022,91.4022,医药制造业,原料药,化学原料药III,智能医疗|生物医药|辅助生殖|转融券标的|专精特新|肝炎概念|创新药|三季报预增|流感|减肥药|合成生物|24中报预增|CRO|年报预增|25一季报预增
688077.XSHG,大地熊,DDX,2020-07-22,2200-01-01,stock,688077.XSHG,11447.8504,11447.8504,32.2829,32.2829,非金属矿物制品业,稀土金属,磁性材料III,风电|固废处理|稀土永磁|钴|融资融券|转融券标的|专精特新|比亚迪概念|人形机器人|机器人概念|小金属概念|华为概念
688078.XSHG,龙软科技,LRKJ,2019-12-30,2200-01-01,stock,688078.XSHG,7289.3,7289.3,16.9986,16.9986,软件和信息技术服务业,行业应用软件,垂直应用软件III,工业互联网|国产软件|云计算|数字孪生|融资融券|转融券标的|数据要素|机器人概念|华为概念|DeepSeek
688079.XSHG,美迪凯,MDK,2021-03-02,2200-01-01,stock,688079.XSHG,41153.4378,40436.8458,127.9872,125.7586,计算机、通信和其他电子设备制造业,光学元件,光学元件III,虚拟现实|5G|无人机|智能穿戴|第三代半导体|融资融券|转融券标的|专精特新|传感器|光刻机|芯片概念|富士康概念|苹果概念|华为概念|集成电路概念
688080.XSHG,映翰通,YHT,2020-02-12,2200-01-01,stock,688080.XSHG,7365.6132,7365.6132,30.0517,30.0517,计算机、通信和其他电子设备制造业,通信终端设备及组件,其他通信设备III,物联网|工业互联网|电力物联网|人工智能|边缘计算|跨境电商|5G|智能电网|融资融券|转融券标的|专精特新|机器视觉|机器人概念|车联网(车路协同)|DeepSeek
688081.XSHG,兴图新科,XTXK,2020-01-06,2200-01-01,stock,688081.XSHG,10304.0,10304.0,52.9935,52.9935,计算机、通信和其他电子设备制造业,国防装备,军工电子III,安防|人工智能|无人机|军工|军民融合|融资融券|量子通信|转融券标的|时空大数据|华为昇腾|低空经济|军工信息化|芯片概念|DeepSeek
688082.XSHG,盛美上海,SMSH,2021-11-18,2200-01-01,stock,688082.XSHG,48259.6689,47741.3036,1211.3177,1198.3067,专用设备制造业,半导体设备,半导体设备III,沪股通|第三代半导体|融资融券|转融券标的|芯片概念|集成电路概念
688083.XSHG,中望软件,ZWRJ,2021-03-11,2200-01-01,stock,688083.XSHG,16964.6246,16964.6246,94.3063,94.3063,软件和信息技术服务业,行业应用软件,垂直应用软件III,人工智能|国产软件|智能电网|沪股通|职业教育|融资融券|转融券标的|信创|新型工业化
688084.XSHG,晶品特装,JPTZ,2022-12-08,2200-01-01,stock,688084.XSHG,7565.9066,7565.9066,38.3743,38.3743,专用设备制造业,国防装备,军工电子III,无人机|军工|沪股通|融资融券|转融券标的|机器人概念
688085.XSHG,三友医疗,SYYL,2020-04-09,2200-01-01,stock,688085.XSHG,33346.2498,31874.143,47.1849,45.1019,专用设备制造业,医疗耗材,医疗耗材III,智能医疗|沪股通|融资融券|转融券标的|专精特新|机器人概念|医疗器械概念
688086.XSHG,退市紫晶,TSZJ,2020-02-26,2023-06-30,stock,688086.XSHG,,,,,,,,
688087.XSHG,英科再生,YKZS,2021-07-09,2200-01-01,stock,688087.XSHG,19405.4775,18624.549,71.8003,68.9108,废弃资源综合利用业,节能与资源回收,其他塑料制品III,固废处理|节能环保|碳中和|沪股通|可降解塑料|融资融券|转融券标的|年报预增
688088.XSHG,虹软科技,HRKJ,2019-07-22,2200-01-01,stock,688088.XSHG,40117.04,40117.04,150.0778,150.0778,软件和信息技术服务业,通用软件,IT服务III,安防|人工智能|无人驾驶|虚拟现实|人脸识别|边缘计算|智慧城市|智能穿戴|沪股通|融资融券|转融券标的|元宇宙|虚拟数字人|机器视觉|空间计算|智能座舱|Sora概念(文生视频)|机器人概念|芯片概念|抖音概念|小米概念|华为概念|年报预增|AI应用
688089.XSHG,嘉必优,JBY,2019-12-19,2200-01-01,stock,688089.XSHG,16830.912,16830.912,21.3079,21.3079,食品制造业,其他食品,食品及饲料添加剂III,融资融券|转融券标的|合成生物|三胎概念|24中报预增|25一季报预增|25中报预增
688090.XSHG,瑞松科技,RSKJ,2020-02-17,2200-01-01,stock,688090.XSHG,12237.0064,12237.0064,134.5948,134.5948,通用设备制造业,电动机与工控自动化,机器人III,人工智能|融资融券|转融券标的|专精特新|传感器|比亚迪概念|机器视觉|新型工业化|机器人概念|芯片概念|智能制造
688091.XSHG,上海谊众,SHYZ,2021-09-09,2200-01-01,stock,688091.XSHG,20670.364,20670.364,88.0144,88.0144,医药制造业,药品制剂,化学制剂III,沪股通|融资融券|转融券标的|创新药
688092.XSHG,爱科科技,AKKJ,2021-03-19,2200-01-01,stock,688092.XSHG,8266.374,8266.374,22.5259,22.5259,通用设备制造业,加工机械,其它专用机械III,人工智能|工业4.0|融资融券|转融券标的|专精特新|机器视觉|三季报预增|新型工业化|飞行汽车(eVTOL)|人形机器人|低空经济|商业航天|机器人概念|DeepSeek|智能制造
688093.XSHG,世华科技,SHKJ,2020-09-30,2200-01-01,stock,688093.XSHG,28038.2791,28038.2791,82.4325,82.4325,计算机、通信和其他电子设备制造业,电子化学品,其他电子III,OLED|沪股通|融资融券|转融券标的|专精特新|苹果概念|华为概念
688095.XSHG,福昕软件,FXRJ,2020-09-08,2200-01-01,stock,688095.XSHG,9135.9524,9135.9524,65.0206,65.0206,软件和信息技术服务业,通用软件,横向通用软件III,人工智能|国产软件|沪股通|福建自贸区|融资融券|转融券标的|智慧政务|信创|AIGC|DeepSeek|AI应用
688096.XSHG,京源环保,JYHB,2020-04-09,2200-01-01,stock,688096.XSHG,23604.4693,23604.4693,30.4026,30.4026,专用设备制造业,污水处理,水务及水治理III,人工智能|云计算|节能环保|污水处理|融资融券|转融券标的|超导概念|DeepSeek
688097.XSHG,博众精工,BZJG,2021-05-12,2200-01-01,stock,688097.XSHG,44664.7765,44500.8765,308.2763,307.145,专用设备制造业,电动机与工控自动化,其他自动化设备III,工业互联网|充电桩|特斯拉|5G|无人机|智能穿戴|沪股通|融资融券|转融券标的|储能|换电概念|机器视觉|固态电池|新型工业化|人形机器人|低空经济|机器人概念|芯片概念|宁德时代概念|光伏概念|富士康概念|苹果概念|华为概念|锂电池概念|华为手机
688098.XSHG,申联生物,SLSW,2019-10-28,2200-01-01,stock,688098.XSHG,41064.4,41064.4,30.9215,30.9215,医药制造业,动物保健与育种,动物保健III,融资融券|转融券标的|动物疫苗|宠物经济|创新药|合成生物
688099.XSHG,晶晨股份,JCGF,2019-08-08,2200-01-01,stock,688099.XSHG,42116.5613,42116.5613,403.8136,403.8136,软件和信息技术服务业,集成电路设计,数字芯片设计III,汽车电子|人工智能|智能家居|智能音箱|沪股通|上海自贸区|融资融券|转融券标的|汽车芯片|机器视觉|三季报预增|智能座舱|机器人概念|芯片概念|小米概念|MSCI概念|集成电路概念|24中报预增|24三季报预增|年报预增
688100.XSHG,威胜信息,WSXX,2020-01-21,2200-01-01,stock,688100.XSHG,49168.5175,49168.5175,165.7471,165.7471,计算机、通信和其他电子设备制造业,通信终端设备及组件,通信终端及配件III,阿里|物联网|电力物联网|人工智能|充电桩|智慧城市|智能电网|沪股通|融资融券|转融券标的|专精特新|虚拟电厂|芯片概念|腾讯概念|华为概念
688101.XSHG,三达膜,SDM,2019-11-15,2200-01-01,stock,688101.XSHG,33201.2066,33201.2066,58.6997,58.6997,专用设备制造业,污水处理,水务及水治理III,石墨烯|污水处理|沪股通|福建自贸区|盐湖提锂|融资融券|转融券标的|净水概念|核污染防治|锂电池概念
688102.XSHG,斯瑞新材,SRXC,2022-03-16,2200-01-01,stock,688102.XSHG,77759.3807,77759.3807,292.2975,292.2975,有色金属冶炼和压延加工业,铜,金属新材料III,独角兽|充电桩|3D打印|沪股通|特高压|核电|新材料|融资融券|转融券标的|航空发动机|可控核聚变|商业航天|芯片概念|医疗器械概念
688103.XSHG,国力电子,GLDZ,2021-09-10,2200-01-01,stock,688103.XSHG,9531.5566,9531.5566,59.0957,59.0957,计算机、通信和其他电子设备制造业,其他电子,其他电子III,大飞机|军工|沪股通|融资融券|转融券标的|培育钻石|可控核聚变|飞行汽车(eVTOL)|低空经济|商业航天|芯片概念|宁德时代概念|华为概念|25一季报预增|25中报预增
688105.XSHG,诺唯赞,NWZ,2021-11-15,2200-01-01,stock,688105.XSHG,51698.5064,51698.5064,69.276,69.276,研究和试验发展,体外诊断,其他生物制品III,人工智能|基因测序|沪股通|融资融券|转融券标的|新冠检测|流感|减肥药|阿尔茨海默概念|军工信息化|合成生物|猴痘
688106.XSHG,金宏气体,JHQT,2020-06-16,2200-01-01,stock,688106.XSHG,53538.4888,53538.4888,144.7145,144.7145,化学原料和化学制品制造业,其他化学原料,电子化学品III,冷链物流|燃料电池|节能环保|碳中和|沪股通|新疆振兴|核电|长三角一体化|天然气|第三代半导体|融资融券|转融券标的|专精特新|俄乌冲突概念|氢能源|固态电池|可控核聚变|芯片概念|光伏概念|锂电池概念|中芯国际概念|集成电路概念|回购增持再贷款
688107.XSHG,安路科技,ALKJ,2021-11-12,2200-01-01,stock,688107.XSHG,40084.9367,40084.9367,169.439,169.439,计算机、通信和其他电子设备制造业,集成电路设计,数字芯片设计III,数据中心|无人驾驶|5G|无人机|沪股通|融资融券|量子通信|转融券标的|专精特新|国家大基金持股|汽车芯片|5G概念|智能座舱|人形机器人|机器人概念|芯片概念|F5G
688108.XSHG,赛诺医疗,SNYL,2019-10-30,2200-01-01,stock,688108.XSHG,41795.2,41795.2,81.5006,81.5006,专用设备制造业,医疗耗材,医疗耗材III,沪股通|融资融券|转融券标的|专精特新|医疗器械概念|24中报预增|25中报预增
688109.XSHG,品茗科技,PMKJ,2021-03-30,2200-01-01,stock,688109.XSHG,7884.23,7884.23,68.4036,68.4036,软件和信息技术服务业,行业应用软件,垂直应用软件III,人工智能|无人驾驶|国产软件|智能穿戴|杭州亚运会|沪股通|融资融券|转融券标的|物业管理|机器视觉|数据要素|华为昇腾|机器人概念|AI眼镜|年报预增|25中报预增
688110.XSHG,东芯股份,DXGF,2021-12-10,2200-01-01,stock,688110.XSHG,44237.7391,44237.7391,557.3955,557.3955,计算机、通信和其他电子设备制造业,集成电路设计,数字芯片设计III,安防|5G|智能穿戴|沪股通|融资融券|转融券标的|专精特新|汽车芯片|芯片概念|车联网(车路协同)|回购增持再贷款
688111.XSHG,金山办公,JSBG,2019-11-18,2200-01-01,stock,688111.XSHG,46337.2121,46337.2121,1085.4492,1085.4492,软件和信息技术服务业,通用软件,横向通用软件III,人工智能|国产软件|云计算|沪股通|融资融券|转融券标的|信创|小米概念|腾讯概念|华为概念|DeepSeek|AI应用|26一季报预增
688112.XSHG,鼎阳科技,DYKJ,2021-12-01,2200-01-01,stock,688112.XSHG,15959.6883,15959.6883,113.5691,113.5691,仪器仪表制造业,仪器仪表,仪器仪表III,沪股通|融资融券|粤港澳自贸区|转融券标的|专精特新|英伟达概念|芯片概念|苹果概念|华为概念
688113.XSHG,联测科技,LCKJ,2021-05-06,2200-01-01,stock,688113.XSHG,6439.7559,6439.7559,25.9007,25.9007,专用设备制造业,其他专用机械,其它专用机械III,军工|融资融券|转融券标的|专精特新|华为汽车|航空发动机|比亚迪概念|小米汽车|小米概念
688114.XSHG,华大智造,HDZZ,2022-09-09,2200-01-01,stock,688114.XSHG,41651.6155,41563.7624,206.592,206.1563,专用设备制造业,制药与生物科技服务,医疗设备III,基因测序|智能医疗|沪股通|融资融券|转融券标的|合成生物|机器人概念|医疗器械概念
688115.XSHG,思林杰,SLJ,2022-03-14,2200-01-01,stock,688115.XSHG,6667.0,6667.0,37.4685,37.4685,仪器仪表制造业,仪器仪表,仪器仪表III,工业互联网|虚拟现实|军工|融资融券|股权转让|转融券标的|机器视觉|新型工业化|芯片概念|苹果概念|华为概念
688116.XSHG,天奈科技,TNKJ,2019-09-25,2200-01-01,stock,688116.XSHG,36653.2051,36653.2051,143.9738,143.9738,化学原料和化学制品制造业,电池部件及材料,电池化学品III,石墨烯|沪股通|新材料|融资融券|转融券标的|钠离子电池|专精特新|储能|比亚迪概念|固态电池|机器人概念|宁德时代概念|锂电池概念
688117.XSHG,圣诺生物,SNSW,2021-06-03,2200-01-01,stock,688117.XSHG,22034.0369,22034.0369,50.7664,50.7664,医药制造业,药品制剂,化学制剂III,沪股通|生物医药|辅助生殖|融资融券|转融券标的|创新药|减肥药|三胎概念|CRO|25一季报预增|25中报预增
688118.XSHG,普元信息,PYXX,2019-12-04,2200-01-01,stock,688118.XSHG,9331.6713,9331.6713,21.5375,21.5375,软件和信息技术服务业,通用软件,垂直应用软件III,互联网金融|工业互联网|数据中心|人工智能|大数据|国产软件|云计算|智慧城市|军工|融资融券|转融券标的|专精特新|数据安全|智慧政务|华为鲲鹏|华为欧拉|信创|数据要素|华为概念|DeepSeek
688119.XSHG,中钢洛耐,ZGLN,2022-06-06,2200-01-01,stock,688119.XSHG,112500.0,112500.0,50.85,50.85,非金属矿物制品业,其他非金属材料,耐火材料III,工业互联网|军工|核电|新材料|融资融券|转融券标的|国企改革|核污染防治
688120.XSHG,华海清科,HHQK,2022-06-08,2200-01-01,stock,688120.XSHG,35365.1991,35365.1991,877.0569,877.0569,专用设备制造业,半导体设备,半导体设备III,沪股通|第三代半导体|融资融券|转融券标的|专精特新|国企改革|芯片概念|中芯国际概念
688121.XSHG,卓然股份,ZRGF,2021-09-06,2200-01-01,stock,688121.XSHG,23361.4003,20266.6667,15.1382,13.1328,专用设备制造业,化工机械,冶金矿采化工设备III,碳中和|融资融券|转融券标的
688122.XSHG,西部超导,XBCD,2019-07-22,2200-01-01,stock,688122.XSHG,64966.4497,64966.4497,394.2814,394.2814,有色金属冶炼和压延加工业,钛,航空装备III,大飞机|军工|沪股通|新材料|融资融券|量子通信|转融券标的|储能|航空发动机|国企改革|超导概念|可控核聚变|商业航天|西部大开发
688123.XSHG,聚辰股份,JCGF,2019-12-23,2200-01-01,stock,688123.XSHG,15890.2569,15890.2569,205.9059,205.9059,计算机、通信和其他电子设备制造业,集成电路设计,数字芯片设计III,数据中心|汽车电子|特斯拉|智能穿戴|无线耳机|沪股通|电子烟|融资融券|转融券标的|专精特新|汽车芯片|比亚迪概念|智能座舱|芯片概念|小米概念|华为概念|中芯国际概念|集成电路概念|24中报预增|年报预增
688125.XSHG,安达智能,ADZN,2022-04-15,2200-01-01,stock,688125.XSHG,8212.6356,8168.9736,154.5372,153.7156,专用设备制造业,其他专用机械,其他自动化设备III,汽车电子|一带一路|融资融券|转融券标的|专精特新|工业母机|光刻胶|比亚迪概念|机器视觉|新型工业化|人形机器人|机器人概念|宁德时代概念|苹果概念|智能制造
688126.XSHG,沪硅产业,HGCY,2020-04-20,2200-01-01,stock,688126.XSHG,330502.3393,273165.8657,941.6012,778.2496,计算机、通信和其他电子设备制造业,半导体材料,半导体材料III,沪股通|融资融券|股权转让|转融券标的|国家大基金持股|芯片概念|MSCI概念|中芯国际概念|集成电路概念
688127.XSHG,蓝特光学,LTGX,2020-09-21,2200-01-01,stock,688127.XSHG,40589.77,40589.77,339.9799,339.9799,仪器仪表制造业,光学元件,光学元件III,5G|智能穿戴|沪股通|融资融券|转融券标的|光刻机|芯片概念|苹果概念|华为概念|24三季报预增
