,display_name,name,start_date,end_date,type,code,capitalization,circulating_cap,market_cap,circulating_market_cap,证监会行业,聚宽二级行业,申万三级行业,概念
000421.XSHE,南京公用,NJGY,1996-08-06,2200-01-01,stock,000421.XSHE,57441.5734,57429.6297,33.0863,33.0795,燃气生产和供应业,燃气,综合III,互联网金融|网约车|充电桩|创投|天然气|换电概念|动力电池回收|物业管理|虚拟电厂|国企改革|文化传媒概念|旅游概念
000422.XSHE,湖北宜化,HBYH,1996-08-15,2200-01-01,stock,000422.XSHE,108758.4712,105785.6712,143.8875,139.9544,化学原料和化学制品制造业,氯碱,氮肥III,深股通|乡村振兴|磷化工|可降解塑料|融资融券|股权转让|转融券标的|化肥|光刻胶|国企改革|氟化工概念|煤化工概念|宁德时代概念|MSCI概念|华为概念|煤炭概念|24中报预增|24三季报预增
000423.XSHE,东阿阿胶,DEEJ,1996-07-29,2200-01-01,stock,000423.XSHE,64397.6824,64285.0293,319.4125,318.8537,医药制造业,中成药,中药III,深股通|乡村振兴|农业种植|融资融券|超级品牌|预制菜|国企改革|MSCI概念|旅游概念|华为概念
000425.XSHE,徐工机械,XGJX,1996-08-28,2200-01-01,stock,000425.XSHE,1171121.0449,899873.8693,1114.9072,856.6799,专用设备制造业,工程机械,工程机械整机III,工业互联网|无人驾驶|一带一路|工业4.0|军工|深股通|农机|融资融券|高端装备|国企改革|机器人概念|MSCI概念|智能制造
000426.XSHE,兴业银锡,XYYX,1996-08-28,2200-01-01,stock,000426.XSHE,177563.5739,177520.5464,676.1621,675.9982,有色金属矿采选业,其他有色金属及合金,铅锌III,深股通|钴|融资融券|俄乌冲突概念|黄金概念|小金属概念|24中报预增|24三季报预增
000428.XSHE,华天酒店,HTJD,1996-08-08,2200-01-01,stock,000428.XSHE,101892.6,101892.6,36.1719,36.1719,住宿业,酒店,酒店III,职业教育|融资融券|股权转让|转融券标的|预制菜|物业管理|国企改革
000429.XSHE,粤高速A,YGSA,1998-02-20,2200-01-01,stock,000429.XSHE,209080.6126,130332.9906,288.1131,179.5989,道路运输业,高速公路,高速公路III,参股券商|深股通|融资融券|粤港澳自贸区|转融券标的|国企改革
000430.XSHE,张家界,ZJJ,1996-08-29,2200-01-01,stock,000430.XSHE,80963.5372,37055.6486,67.6046,30.9415,公共设施管理业,景点,自然景点III,摘帽|国企改革|旅游概念
000488.XSHE,ST晨鸣,STCM,2000-11-20,2200-01-01,stock,000488.XSHE,294145.62,169421.975,63.2413,36.4257,造纸和纸制品业,纸制品,大宗用纸III,区块链|污水处理|碳中和|碳交易|国企改革|期货概念
000498.XSHE,山东路桥,SDLQ,1997-06-09,2200-01-01,stock,000498.XSHE,155244.1461,144934.7216,80.106,74.7863,土木工程建筑业,基础设施建设,基建市政工程III,智慧城市|装配式建筑|一带一路|深股通|高铁|融资融券|转融券标的|国企改革|腾讯概念
000501.XSHE,武商集团,WSJT,1992-11-20,2200-01-01,stock,000501.XSHE,76899.2731,76822.0766,55.9058,55.8496,零售业,百货商店,百货III,人工智能|跨境电商|新零售|免税店|社区团购|创投|一带一路|深股通|电子竞技|融资融券|参股民营银行|预制菜|物业管理|数字经济|国企改革|低空经济|黄金概念|文化传媒概念|白酒概念
000502.XSHE,绿景退,LJT,1992-11-23,2022-06-27,stock,000502.XSHE,,,,,,,,
000503.XSHE,国新健康,GXJK,1992-11-30,2200-01-01,stock,000503.XSHE,97925.2472,97923.5472,69.429,69.4278,互联网和相关服务,行业应用软件,垂直应用软件III,人工智能|智能医疗|深股通|健康中国|融资融券|互联网医疗|家庭医生|数字经济|国企改革|数据要素|养老概念|华为概念|DRG/DIP
000504.XSHE,*ST生物,*STSW,1992-12-08,2200-01-01,stock,000504.XSHE,33002.3098,32912.2398,28.118,28.0412,科技推广和应用服务业,制药与生物科技服务,其他医疗服务III,节能环保|污水处理|生物医药|股权转让|智慧灯杆|动力电池回收|国企改革|细胞免疫治疗|锂电池概念
000505.XSHE,京粮控股,JLKG,1992-12-21,2200-01-01,stock,000505.XSHE,72695.0251,63238.0336,41.8723,36.4251,农副食品加工业,调味品与食用油,粮油加工III,新零售|一带一路|京津冀一体化|转基因|融资融券|转融券标的|海南自贸区|粮食概念|国企改革
000506.XSHE,招金黄金,ZJHJ,1993-03-12,2200-01-01,stock,000506.XSHE,92901.7761,92870.6961,131.9205,131.8764,有色金属矿采选业,黄金,黄金III,一带一路|深股通|股权转让|国企改革|黄金概念|小金属概念
000507.XSHE,珠海港,ZHG,1993-03-26,2200-01-01,stock,000507.XSHE,91973.4895,90235.4455,47.0904,46.2005,水上运输业,风电,风力发电III,风电|一带一路|深股通|天然气|参股新三板|粤港澳自贸区|新能源|横琴新区|统一大市场|广东自贸区|国企改革|航运概念
000509.XSHE,华塑控股,HSKG,1993-05-07,2200-01-01,stock,000509.XSHE,107312.8052,107312.4808,51.0809,51.0807,计算机、通信和其他电子设备制造业,面板,显示器件III,网络安全|碳中和|工业母机|碳交易|信创|国企改革|西部大开发
000510.XSHE,新金路,XJL,1993-05-07,2200-01-01,stock,000510.XSHE,64854.3589,60661.0392,119.9806,112.2229,化学原料和化学制品制造业,氯碱,氯碱III,石墨烯|债转股|芯片概念|小金属概念|化债(AMC)
000511.XSHE,烯碳退,XTT,1993-05-18,2018-07-17,stock,000511.XSHE,,,,,,,,
000513.XSHE,丽珠集团,LZJT,1993-10-28,2200-01-01,stock,000513.XSHE,88790.7171,56813.9794,272.2323,174.1917,医药制造业,药品制剂,化学制剂III,基因测序|生物疫苗|深股通|生物医药|辅助生殖|融资融券|参股新三板|新冠检测|仿制药一致性评价|横琴新区|宠物经济|创新药|流感|减肥药|MSCI概念|猴痘|DeepSeek
000514.XSHE,渝开发,YKF,1993-07-12,2200-01-01,stock,000514.XSHE,84377.0965,84377.0965,37.0415,37.0415,房地产业,房地产开发,房地产开发III,物业管理|国企改革|西部大开发
000515.XSHE,攀渝钛业,PYTY,1993-07-12,2009-05-05,stock,000515.XSHE,,,,,,,,
000516.XSHE,国际医学,GJYX,1993-08-09,2200-01-01,stock,000516.XSHE,223889.6753,219423.3115,92.4664,90.6218,卫生,医疗服务,医院III,阿里|人工智能|智能医疗|深股通|民营医院|健康中国|辅助生殖|融资融券|互联网医疗|高压氧舱|细胞免疫治疗|机器人概念|养老概念|旅游概念|华为概念|三胎概念|DeepSeek
000517.XSHE,荣安地产,RADC,1993-08-06,2200-01-01,stock,000517.XSHE,318392.2485,249198.6416,67.4992,52.8301,房地产业,房地产开发,房地产开发III,深股通|长三角一体化|融资融券|转融券标的|物业管理
000518.XSHE,四环生物,SHSW,1993-09-08,2200-01-01,stock,000518.XSHE,102955.6222,102953.5693,36.0345,36.0337,医药制造业,其他生物药品,其他生物制品III,生物医药|摘帽|肝炎概念|医疗器械概念
000519.XSHE,中兵红箭,ZBHJ,1993-10-08,2200-01-01,stock,000519.XSHE,139255.8982,139255.8982,268.2069,268.2069,专用设备制造业,国防装备,地面兵装III,冷链物流|无人机|军工|军民融合|深股通|新材料|融资融券|转融券标的|培育钻石|国企改革|商业航天|芯片概念|MSCI概念
000520.XSHE,凤凰航运,FHHY,1993-10-25,2200-01-01,stock,000520.XSHE,101208.3455,101208.3455,46.5558,46.5558,水上运输业,航运,航运III,一带一路|统一大市场|航运概念
000521.XSHE,长虹美菱,CHML,1993-10-18,2200-01-01,stock,000521.XSHE,102992.3715,87522.982,59.1176,50.2382,电气机械和器材制造业,白色家电,冰洗III,工业互联网|人工智能|冷链物流|智能家居|垃圾分类|一带一路|深股通|家用电器|融资融券|参股新三板|量子通信|转融券标的|净水概念|国企改革|血氧仪|医疗器械概念|小米概念|智能制造
000522.XSHE,白云山A,BYSA,1993-11-08,2013-04-25,stock,000522.XSHE,,,,,,,,
000523.XSHE,红棉股份,HMGF,1993-11-08,2200-01-01,stock,000523.XSHE,183546.8461,132516.0154,56.3489,40.6824,农副食品加工业,调味品与食用油,综合III,工业互联网|新零售|创投|深股通|供应链金融|股权转让|粤港澳自贸区|物业管理|代糖概念|广东自贸区|国企改革|啤酒概念|24中报预增|年报预增
000524.XSHE,岭南控股,LNKG,1993-11-18,2200-01-01,stock,000524.XSHE,67020.8597,66996.7338,61.4581,61.436,商务服务业,旅游服务,旅游综合III,人工智能|免税店|深股通|乡村振兴|体育产业|融资融券|股权转让|粤港澳自贸区|转融券标的|预制菜|在线旅游|物业管理|广东自贸区|国企改革|低空经济|养老概念|旅游概念|年报预增|DeepSeek
000525.XSHE,红太阳,HTY,1993-10-28,2200-01-01,stock,000525.XSHE,130315.8541,111176.0005,59.1634,50.4739,化学原料和化学制品制造业,农药,农药III,深股通|农村电商|乡村振兴|草甘膦|股权转让|摘帽|国企改革|合成生物
000526.XSHE,学大教育,XDJY,1993-11-01,2200-01-01,stock,000526.XSHE,12186.1109,11945.9459,33.2803,32.6244,教育,学历教育,培训教育III,在线教育|人工智能|深股通|职业教育|民营医院|体育产业|福建自贸区|低空经济
000527.XSHE,美的电器,MDDQ,1993-11-12,2013-09-18,stock,000527.XSHE,,,,,,,,
000528.XSHE,柳工,LG,1993-11-18,2200-01-01,stock,000528.XSHE,203696.27,203413.2141,173.7529,173.5115,专用设备制造业,工程机械,工程机械整机III,无人驾驶|风电|一带一路|海工装备|深股通|新疆振兴|核电|农机|融资融券|高端装备|国企改革|机器人概念|中俄贸易|DeepSeek
000529.XSHE,广弘控股,GHKG,1993-11-18,2200-01-01,stock,000529.XSHE,58379.033,56988.4377,29.1895,28.4942,农副食品加工业,肉制品,肉制品III,冷链物流|创投|养鸡|猪肉|粤港澳自贸区|预制菜|广东自贸区|国企改革
000530.XSHE,冰山冷热,BSLR,1993-12-08,2200-01-01,stock,000530.XSHE,84321.2507,60011.6725,53.2067,37.8674,通用设备制造业,其他通用机械,制冷空调设备III,数据中心|无人零售|独角兽|边缘计算|冷链物流|碳中和|海工装备|军工|军民融合|核电|体育产业|融资融券|转融券标的|储能|数字经济|统一大市场|比亚迪概念|汽车热管理|氢能源|独角兽概念|年报预增
000531.XSHE,穗恒运A,SHYA,1994-01-06,2200-01-01,stock,000531.XSHE,104140.1332,90974.5488,74.8768,65.4107,电力、热力生产和供应业,火电,火电III,无人驾驶|燃料电池|深股通|债转股|融资融券|粤港澳自贸区|储能|绿色电力|虚拟电厂|氢能源|国企改革|锂电池概念|化债(AMC)|25一季报预增|25中报预增|26一季报预增
000532.XSHE,华金资本,HJZB,1994-01-03,2200-01-01,stock,000532.XSHE,34470.834,34354.9746,44.7431,44.5928,综合,资产管理,资产管理III,石墨烯|独角兽|参股券商|污水处理|创投|深股通|参股新三板|粤港澳自贸区|横琴新区|国企改革|独角兽概念|锂电池概念|年报预增
000533.XSHE,顺钠股份,SNGF,1994-01-03,2200-01-01,stock,000533.XSHE,69081.6,68490.24,78.1313,77.4625,电气机械和器材制造业,输变电设备,输变电设备III,阿里|数据中心|充电桩|智能电网|风电|海工装备|深股通|核电|融资融券|粤港澳自贸区|转融券标的|储能|抽水蓄能|数字经济|超超临界发电|比亚迪概念|可控核聚变|百度概念|光伏概念
000534.XSHE,万泽股份,WZGF,1994-01-10,2200-01-01,stock,000534.XSHE,50954.8516,50091.0541,165.6033,162.7959,医药制造业,其他生物药品,其他生物制品III,大飞机|无人机|军工|深股通|生物医药|融资融券|转融券标的|航空发动机|创新药|低空经济
000535.XSHE,*ST猴王,*STHW,1993-11-30,2005-09-20,stock,000535.XSHE,,,,,,,,
000536.XSHE,华映科技,HYKJ,1993-11-26,2200-01-01,stock,000536.XSHE,276603.2803,276308.2516,114.2372,114.1153,计算机、通信和其他电子设备制造业,面板,显示器件III,OLED|MiniLED|深股通|福建自贸区|融资融券|国企改革|芯片概念|华为概念|华为手机
000537.XSHE,绿发电力,LFDL,1993-12-10,2200-01-01,stock,000537.XSHE,205571.7899,205571.7899,208.0387,208.0387,电力、热力生产和供应业,风电,风力发电III,风电|深股通|新疆振兴|京津冀一体化|融资融券|储能|绿色电力|光热发电|国企改革
000538.XSHE,云南白药,YNBY,1993-12-15,2200-01-01,stock,000538.XSHE,178426.2603,177293.337,870.8986,865.3688,医药制造业,中成药,中药III,参股券商|深股通|健康中国|医药电商|工业大麻|证金持股|融资融券|超级品牌|创新药|MSCI概念|华为概念
000539.XSHE,粤电力A,YDLA,1993-11-26,2200-01-01,stock,000539.XSHE,525028.3986,255538.6899,433.1484,210.8194,电力、热力生产和供应业,火电,火电III,风电|创投|海工装备|深股通|融资融券|粤港澳自贸区|储能|绿色电力|超超临界发电|国企改革|光伏概念|参股保险|期货概念|国资云
000540.XSHE,*ST中天,*STZT,1994-02-02,2023-06-29,stock,000540.XSHE,,,,,,,,
000541.XSHE,佛山照明,FSZM,1993-11-23,2200-01-01,stock,000541.XSHE,153577.823,123049.4822,76.9425,61.6478,电气机械和器材制造业,照明电器,照明设备III,节能照明|跨境电商|智能家居|海工装备|军民融合|深股通|第三代半导体|证金持股|融资融券|智慧灯杆|华为汽车|国企改革|小米汽车|芯片概念|医疗器械概念|小米概念|养老概念|华为概念|DeepSeek
000543.XSHE,皖能电力,WNDL,1993-12-20,2200-01-01,stock,000543.XSHE,226686.3331,226686.3331,204.4711,204.4711,电力、热力生产和供应业,火电,火电III,充电桩|参股券商|风电|深股通|核电|天然气|融资融券|储能|抽水蓄能|碳交易|超超临界发电|国企改革|24中报预增
000544.XSHE,中原环保,ZYHB,1993-12-08,2200-01-01,stock,000544.XSHE,97468.4488,97468.4488,76.9026,76.9026,水的生产和供应业,污水处理,水务及水治理III,固废处理|节能环保|污水处理|垃圾分类|深股通|融资融券|转融券标的|国企改革|机器人概念
000545.XSHE,金浦钛业,JPTY,1993-12-15,2200-01-01,stock,000545.XSHE,98683.3096,98540.3096,24.1774,24.1424,化学原料和化学制品制造业,钛白粉,钛白粉III,磷化工|融资融券|股权转让|转融券标的|钛白粉概念|锂电池概念
000546.XSHE,金圆股份,JYGF,1993-12-15,2200-01-01,stock,000546.XSHE,77764.8262,69670.5206,40.9043,36.6467,废弃资源综合利用业,节能与资源回收,固废治理III,固废处理|节能环保|垃圾分类|新材料|盐湖提锂|金属回收|小金属概念|锂电池概念
000547.XSHE,航天发展,HTFZ,1993-11-30,2200-01-01,stock,000547.XSHE,159846.8269,158912.1062,327.2065,325.2931,计算机、通信和其他电子设备制造业,国防装备,军工电子III,安防|人工智能|虚拟现实|5G|大数据|网络安全|无人机|风电|海工装备|军工|军民融合|深股通|乡村振兴|福建自贸区|融资融券|转融券标的|元宇宙|数据安全|智慧政务|华为鲲鹏|华为欧拉|信创|国企改革|低空经济|军工信息化|商业航天|芯片概念|MSCI概念|华为概念|DeepSeek
000548.XSHE,湖南投资,HNTZ,1993-12-20,2200-01-01,stock,000548.XSHE,49921.5811,49921.5811,23.8126,23.8126,道路运输业,高速公路,高速公路III,乡村振兴|物业管理|国企改革
000549.XSHE,S湘火炬,SXHJ,1993-12-20,2007-04-26,stock,000549.XSHE,,,,,,,,
000550.XSHE,江铃汽车,JLQC,1993-12-01,2200-01-01,stock,000550.XSHE,86321.4,51846.316,147.5233,88.6054,汽车制造业,商用车,商用载货车III,无人驾驶|燃料电池|深股通|融资融券|华为汽车|国企改革|百度概念|车联网(车路协同)
000551.XSHE,创元科技,CYKJ,1994-01-06,2200-01-01,stock,000551.XSHE,48473.3046,48438.6359,73.2916,73.2392,专用设备制造业,烟气治理,环保设备III,无人驾驶|特斯拉|食品安全|PM2.5|节能环保|污水处理|创投|一带一路|军工|军民融合|深股通|特高压|家用电器|职业教育|融资融券|参股新三板|减速器|氢能源|国企改革|商业航天|机器人概念|芯片概念|期货概念|猴痘
000552.XSHE,甘肃能化,GSNH,1994-01-06,2200-01-01,stock,000552.XSHE,535181.473,372581.1496,154.6674,107.676,煤炭开采和洗选业,煤炭,动力煤III,深股通|天然气|页岩气|融资融券|化肥|超超临界发电|国企改革|煤化工概念|煤炭概念|西部大开发
000553.XSHE,安道麦A,ADMA,1993-12-03,2200-01-01,stock,000553.XSHE,232981.1766,217707.1961,140.2547,131.0597,化学原料和化学制品制造业,农药,农药III,深股通|草甘膦|融资融券|转融券标的|国企改革
000554.XSHE,泰山石油,TSSY,1993-12-15,2200-01-01,stock,000554.XSHE,48079.3318,36265.3197,32.3574,24.4066,批发业,油气流通及其他,油品石化贸易III,充电桩|天然气|融资融券|两桶油改革|俄乌冲突概念|氢能源|三季报预增|国企改革|24中报预增|24三季报预增|年报预增|25一季报预增|25中报预增
